cv_fold	a	model	level	auprc	max_recall	recall@P99	recall@P95	recall@P90	tp_before_1st_global_fp
0	0.575	Xa_cov70	fold	0.0245081101056551	0.8186606583906347	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2438
0	0.575	Xa_cov70	superfamily	0.3835970174150167	0.9038053622225072	0.1072873998053833	0.203382651371867	0.2514322176925948	2438
0	0.575	Xa_ktcov	family	0.7949150583583499	0.954162958455632	0.534076806944555	0.6834300693022637	0.7209127766725338	2485
0	0.575	Xa_ktcov	fold	0.0146800606380072	0.8186606583905245	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2485
0	0.575	Xa_ktcov	superfamily	0.4002298124507049	0.903805362222492	0.0912662602755981	0.2007802750920012	0.2490405737586426	2485
0	0.575	sym_max	family	0.7954203500769843	0.954162958455632	0.5093106865252077	0.6794969924216162	0.7155638090332246	2625
0	0.575	sym_max	fold	0.0140726325447064	0.8186606583905511	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2625
0	0.575	sym_max	superfamily	0.3999166555351678	0.9038053622224972	0.0946676630930949	0.1663643154534177	0.2405119575649029	2625
0	0.575	sym_mean	family	0.8017501724247349	0.954162958455632	0.5090250057080649	0.6906171557730236	0.7215835256768638	2759
0	0.575	sym_mean	fold	0.0169212905407111	0.8186606583905595	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2759
0	0.575	sym_mean	superfamily	0.411502482767266	0.9038053622224976	0.1030452317495252	0.1765922177860911	0.247370185991392	2759
0	0.575	sym_min	family	0.8035488400446597	0.954162958455632	0.5389508455567698	0.692531093514358	0.7286878532276717	2662
0	0.575	sym_min	fold	0.0185362091363562	0.8186606583905601	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2662
0	0.575	sym_min	superfamily	0.4152647261104612	0.903805362222498	0.1113007500515866	0.1838311791677191	0.2518340140248904	2662
1	0.575	Xa	family	0.7834500913617727	0.961499179309902	0.5499877631176736	0.6809932319982519	0.7132963688931078	3911
1	0.575	Xa	fold	0.0063414220262997	0.8306613757832981	0.000284314777936	0.000284314777936	0.000284314777936	3911
1	0.575	Xa	superfamily	0.3546313947400543	0.9184131139050022	0.0929330819723987	0.1924901545306072	0.2341111145580928	3911
1	0.575	Xa_cov70	family	0.760959536570358	0.9614991793099044	0.6002502781503576	0.6953679117948749	0.7179546953039445	4133
1	0.575	Xa_cov70	fold	0.0220601932688469	0.8306613757831915	0.0003057739176902	0.0003057739176902	0.0007916726752844	4133
1	0.575	Xa_cov70	superfamily	0.3985593560850717	0.918413113905039	0.139365106224003	0.2429847303366204	0.2797727641390996	4133
1	0.575	Xa_ktcov	family	0.8173564485098419	0.9614991793099036	0.5861060301823113	0.7186673767723527	0.746595415358056	4069
1	0.575	Xa_ktcov	fold	0.0143763282386622	0.830661375783218	0.0003057739176902	0.0003057739176902	0.0003057739176902	4069
1	0.575	Xa_ktcov	superfamily	0.4196133782517294	0.9184131139050056	0.093199359881281	0.2238203449470803	0.2694238613184547	4069
1	0.575	sym_max	family	0.8194261766001913	0.961499179309902	0.5657910427022328	0.7194520160809752	0.7530540552906073	4058
1	0.575	sym_max	fold	0.0141702243152373	0.8306613757832483	0.0002158499034822	0.0002158499034822	0.0002158499034822	4058
1	0.575	sym_max	superfamily	0.4227966981891244	0.918413113905008	0.0971993643411671	0.2144605107258975	0.2690148527483477	4058
1	0.575	sym_mean	family	0.8238522489488549	0.961499179309902	0.5644727232959355	0.7207697082192388	0.7595854344296217	4097
1	0.575	sym_mean	fold	0.0164354415772793	0.8306613757832564	0.0002373090432364	0.0002373090432364	0.0002373090432364	4097
1	0.575	sym_mean	superfamily	0.4318828832320126	0.9184131139050123	0.1043587424797367	0.2177762614640702	0.2802288800777051	4097
1	0.575	sym_min	family	0.8241404628939283	0.9614991793099016	0.5896027714318871	0.7231013700436029	0.7651683679371794	4149
1	0.575	sym_min	fold	0.0175096128992436	0.8306613757832536	0.0002373090432364	0.0002373090432364	0.0002373090432364	4149
1	0.575	sym_min	superfamily	0.4331566979381436	0.9184131139050132	0.1174572016767894	0.2188817680173685	0.2823680496853507	4149
2	0.575	Xa	family	0.7180744661768601	0.9536124700015812	0.4716176595272195	0.5837818883083373	0.6256745920637033	2353
2	0.575	Xa	fold	0.0054271797469319	0.8704769921228286	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2353
2	0.575	Xa	superfamily	0.2705508927430277	0.9271034943471472	0.0630430514679962	0.1117105445465494	0.1436748464514693	2353
2	0.575	Xa_cov70	family	0.7184024512287711	0.9536124700015904	0.5089009358917711	0.6190202733646458	0.6561521564456452	2229
2	0.575	Xa_cov70	fold	0.0231420839373416	0.8704769921227953	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2229
2	0.575	Xa_cov70	superfamily	0.334940645214717	0.9271034943471034	0.0815342239409356	0.1481216844741325	0.1973980675118309	2229
2	0.575	Xa_ktcov	family	0.7617787325051963	0.953612470001582	0.4756534949572129	0.6301686690995961	0.6688532882175572	2275
2	0.575	Xa_ktcov	fold	0.0139034597791924	0.8704769921227946	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2275
2	0.575	Xa_ktcov	superfamily	0.3385566642113379	0.9271034943471406	0.0647243716696711	0.119884183300508	0.174716046351117	2275
2	0.575	sym_max	family	0.762896730918592	0.9536124700015812	0.4754324367887202	0.6277318266209652	0.6654350716730306	2403
2	0.575	sym_max	fold	0.0136622781416025	0.8704769921227982	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2403
2	0.575	sym_max	superfamily	0.3393941494046648	0.9271034943471412	0.0679866240662755	0.1120549947327027	0.1676890758328064	2403
2	0.575	sym_mean	family	0.769136538817552	0.9536124700015814	0.4794175954335623	0.634129650149639	0.6730146403132276	2498
2	0.575	sym_mean	fold	0.0162994701430343	0.870476992122808	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2498
2	0.575	sym_mean	superfamily	0.3490789928578467	0.92710349434714	0.0784570352750861	0.1092187316328411	0.1678625283834189	2498
2	0.575	sym_min	family	0.7704686465084162	0.9536124700015812	0.4942166037910649	0.6297412158831036	0.6773650351279296	2405
2	0.575	sym_min	fold	0.0176894641119619	0.8704769921228144	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2405
2	0.575	sym_min	superfamily	0.351144882694355	0.9271034943471362	0.0850302771486173	0.121200526914689	0.1689774310274485	2405
3	0.575	Xa	family	0.7533663819296533	0.9498506766053252	0.5055530472576424	0.6124768353160028	0.6573733411108511	2761
3	0.575	Xa	fold	0.0051886132854008	0.8195665288485214	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2761
3	0.575	Xa	superfamily	0.3151113151462711	0.9028496086758532	0.0796994476651086	0.1276524325636838	0.1713340066792475	2761
3	0.575	Xa_cov70	family	0.7544829055683874	0.9498506766053284	0.5386459108168202	0.6638692418139773	0.7001185143650283	2619
3	0.575	Xa_cov70	fold	0.0233753285874314	0.8195665288484452	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2619
3	0.575	Xa_cov70	superfamily	0.377576500017299	0.9028496086758694	0.0950335368840503	0.1724918335698696	0.2328593309809267	2619
3	0.575	Xa_ktcov	family	0.7937816988653109	0.9498506766053246	0.5237485162479698	0.6627113826496528	0.7046853757851005	2673
3	0.575	Xa_ktcov	fold	0.0129379838939963	0.8195665288484648	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2673
3	0.575	Xa_ktcov	superfamily	0.3830709112758821	0.9028496086758568	0.0803124825987023	0.1484039579395234	0.2092406059577276	2673
3	0.575	sym_max	family	0.7947565810759644	0.9498506766053254	0.5031961021159874	0.6552770393688725	0.7028339925057241	2806
3	0.575	sym_max	fold	0.012734696874694	0.8195665288484885	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2806
3	0.575	sym_max	superfamily	0.3845308146540064	0.9028496086758608	0.0837591329221253	0.1423658659168976	0.2009922396606571	2806
3	0.575	sym_mean	family	0.8006057215554839	0.9498506766053244	0.4963527057381475	0.6662083150199727	0.7091913103793608	2924
3	0.575	sym_mean	fold	0.0151617340602222	0.8195665288484881	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2924
3	0.575	sym_mean	superfamily	0.3941097127051358	0.902849608675861	0.0893991914260516	0.1429418641841429	0.2083215497846476	2924
3	0.575	sym_min	family	0.8022227003870083	0.9498506766053242	0.5307173590690827	0.6750671905965924	0.7159128364270704	2822
3	0.575	sym_min	fold	0.0163797733377131	0.8195665288484887	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2822
3	0.575	sym_min	superfamily	0.3962891233071132	0.902849608675861	0.096560895100516	0.1448743561870736	0.2036918120417243	2822
4	0.575	Xa	family	0.7512940679049179	0.9546354697387606	0.522435850087202	0.6253757199941812	0.6591784174888063	2809
4	0.575	Xa	fold	0.0067367216131866	0.827385986013886	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2809
4	0.575	Xa	superfamily	0.314632877984181	0.9096331114720008	0.1124834318270366	0.1464730320025008	0.1839108024855703	2809
4	0.575	Xa_cov70	family	0.748448234204314	0.9546354697387678	0.5693917340376651	0.666185972365704	0.6946226119657335	2683
4	0.575	Xa_cov70	fold	0.0302983040388839	0.8273859860139012	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2683
4	0.575	Xa_cov70	superfamily	0.3792282608319251	0.9096331114720384	0.099744717333058	0.1964482993395974	0.2390257398740465	2683
4	0.575	Xa_ktcov	family	0.797542947581521	0.9546354697387616	0.5909789060187502	0.6753926849207329	0.7148756157201294	2716
4	0.575	Xa_ktcov	fold	0.0187749990687729	0.8273859860138377	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2716
4	0.575	Xa_ktcov	superfamily	0.3933205168256555	0.9096331114720048	0.1173994469890851	0.1880737748687682	0.2256223404150286	2716
4	0.575	sym_max	family	0.7960216236987452	0.9546354697387616	0.5407741466968349	0.6588233482342177	0.7042909700802181	2848
4	0.575	sym_max	fold	0.0173427109876028	0.8273859860138595	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2848
4	0.575	sym_max	superfamily	0.387870876529296	0.909633111472006	0.1193873091545437	0.1860073569120454	0.2239786569233255	2848
4	0.575	sym_mean	family	0.8035244509609604	0.954635469738762	0.5577801321728677	0.6742054491885652	0.7143904524374779	2974
4	0.575	sym_mean	fold	0.0212092104171934	0.8273859860138656	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2974
4	0.575	sym_mean	superfamily	0.4026247766296283	0.9096331114720112	0.123844486171113	0.183449851918222	0.2292488377675832	2974
4	0.575	sym_min	family	0.8053660797051116	0.9546354697387622	0.5814003096604907	0.6809393156636548	0.7225460595939385	2885
4	0.575	sym_min	fold	0.0231547611508457	0.8273859860138639	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2885
4	0.575	sym_min	superfamily	0.4076680272397332	0.9096331114720118	0.1317459752451792	0.1783634078173872	0.2342581940014854	2885
0	0.6	Xa	family	0.751918392217806	0.9541629584556308	0.5014699116871826	0.6192612741372621	0.666364000236451	2776
0	0.6	Xa	fold	0.0054700262889873	0.8186606583905583	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2776
0	0.6	Xa	superfamily	0.3253625481020165	0.903805362222491	0.0890718516278861	0.1522823977346167	0.1997428325691737	2776
0	0.6	Xa_cov70	family	0.7464551568930892	0.9541629584556368	0.5412262310414374	0.6670538890080779	0.7018830496864696	2606
0	0.6	Xa_cov70	fold	0.0246301706754466	0.8186606583906348	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2606
0	0.6	Xa_cov70	superfamily	0.3835965083964757	0.9038053622225076	0.1072878226917452	0.2017460572196996	0.2518260985265385	2606
0	0.6	Xa_ktcov	family	0.7939990074293657	0.9541629584556316	0.5334823220579853	0.6812109074132252	0.7158779588255125	2648
0	0.6	Xa_ktcov	fold	0.0143798228124703	0.8186606583905243	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2648
0	0.6	Xa_ktcov	superfamily	0.3979391792330983	0.9038053622224916	0.0906969160925259	0.192713814900272	0.2479179497923898	2648
0	0.6	sym_max	family	0.7945599847618678	0.9541629584556308	0.5092985671108687	0.6765875358768535	0.714518779946869	2802
0	0.6	sym_max	fold	0.0137914212896879	0.8186606583905501	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2802
0	0.6	sym_max	superfamily	0.3976187495216701	0.9038053622224962	0.0945100737305623	0.164426547777898	0.241305979855479	2802
0	0.6	sym_mean	family	0.8011329413569551	0.9541629584556314	0.5158563838596856	0.6893874810911104	0.7217264093336866	2930
0	0.6	sym_mean	fold	0.0166841776085777	0.8186606583905596	8.991382222596905e-05	8.991382222596905e-05	8.991382222596905e-05	2930
0	0.6	sym_mean	superfamily	0.409523144080937	0.9038053622224964	0.1018639001431798	0.1761511999817823	0.2489526331525782	2930
0	0.6	sym_min	family	0.8028533249771242	0.9541629584556318	0.538615379678139	0.6909539357175313	0.7294148703225528	2815
0	0.6	sym_min	fold	0.0182356514135094	0.8186606583905609	0.0001129305477131	0.0001129305477131	0.0001129305477131	2815
0	0.6	sym_min	superfamily	0.4131723101152524	0.9038053622224976	0.1115241164653728	0.1821074668570081	0.2510089377464518	2815
1	0.6	Xa	family	0.7773111861629854	0.9614991793099008	0.5502992882046834	0.6680496273037985	0.7049569321689209	3861
1	0.6	Xa	fold	0.0056119638178427	0.8306613757832957	0.0002158499034822	0.0002158499034822	0.0002158499034822	3861
1	0.6	Xa	superfamily	0.3445133886387539	0.918413113905	0.0912960809710388	0.1895342479495561	0.2287343169165606	3861
1	0.6	Xa_cov70	family	0.7605521085282186	0.961499179309904	0.5975299717869833	0.6948934564062698	0.7172135148100127	4229
1	0.6	Xa_cov70	fold	0.0218054477935987	0.8306613757831914	0.0003157174384921	0.0003157174384921	0.0008326202174684	4229
1	0.6	Xa_cov70	superfamily	0.3973117454169293	0.9184131139050384	0.1377502485703943	0.2390699860313258	0.2782510356665903	4229
1	0.6	Xa_ktcov	family	0.8154142862937309	0.9614991793099024	0.58653853630018	0.7170869959042468	0.7418709344212175	4004
1	0.6	Xa_ktcov	fold	0.0137892608839162	0.8306613757832148	0.0002158499034822	0.0002158499034822	0.0002158499034822	4004
1	0.6	Xa_ktcov	superfamily	0.4156677986041697	0.9184131139050044	0.0924256309986404	0.2241460999488332	0.2657787686973175	4004
1	0.6	sym_max	family	0.8176051533805221	0.9614991793099008	0.5581429389728116	0.7186943626610146	0.7472091634861554	4146
1	0.6	sym_max	fold	0.0136115101980958	0.8306613757832454	0.0002675562116518	0.0002675562116518	0.0002675562116518	4146
1	0.6	sym_max	superfamily	0.4189155418874617	0.9184131139050064	0.0961127766885952	0.2136602189119225	0.2679583672886213	4146
1	0.6	sym_mean	family	0.8222939499122812	0.9614991793099016	0.5623845690036936	0.7160177291627523	0.7568114698584502	4268
1	0.6	sym_mean	fold	0.0159055071869402	0.8306613757832549	0.0002373090432364	0.0002373090432364	0.0002373090432364	4268
1	0.6	sym_mean	superfamily	0.4283051879546865	0.9184131139050116	0.1033388346065427	0.2130656013716066	0.2778807009531487	4268
1	0.6	sym_min	family	0.8225538146175411	0.9614991793099008	0.5996514986517182	0.7196940168368671	0.7622937167414958	4348
1	0.6	sym_min	fold	0.0169237442543018	0.8306613757832505	0.0002373090432364	0.0002373090432364	0.0002373090432364	4348
1	0.6	sym_min	superfamily	0.4295799081331176	0.9184131139050123	0.1164319361593724	0.2167877355924567	0.2807579253183649	4348
2	0.6	Xa	family	0.7116258267015578	0.953612470001581	0.4651608038337573	0.573921384490776	0.6197537251410942	2499
2	0.6	Xa	fold	0.0049037501033317	0.8704769921228278	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2499
2	0.6	Xa	superfamily	0.2619113437978807	0.9271034943471476	0.0618210107199563	0.1060893249246783	0.140762668628792	2499
2	0.6	Xa_cov70	family	0.7180271975262175	0.9536124700015902	0.5118627862972062	0.619325139862058	0.6542466126617732	2357
2	0.6	Xa_cov70	fold	0.0230640068806424	0.8704769921227967	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2357
2	0.6	Xa_cov70	superfamily	0.3340809729068963	0.9271034943471042	0.0810924627791561	0.1465732305706416	0.1995065652167142	2357
2	0.6	Xa_ktcov	family	0.7598184017089631	0.9536124700015816	0.4737830543799875	0.6276621422016513	0.6678714455064836	2398
2	0.6	Xa_ktcov	fold	0.0135125422866821	0.8704769921227935	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2398
2	0.6	Xa_ktcov	superfamily	0.335165203066274	0.92710349434714	0.0646069237330158	0.1147039633585113	0.1742808395649022	2398
2	0.6	sym_max	family	0.7610994658397396	0.9536124700015814	0.4689055941568914	0.6235018643028784	0.6634439426968564	2532
2	0.6	sym_max	fold	0.0133112232865437	0.8704769921227967	2.462326405988378e-05	2.462326405988378e-05	2.462326405988378e-05	2532
2	0.6	sym_max	superfamily	0.3361940512283575	0.9271034943471412	0.0678819093321312	0.111773092152966	0.1666573868484867	2532
2	0.6	sym_mean	family	0.7675880996225884	0.9536124700015812	0.4770547260389287	0.6345991380246335	0.6684989039015492	2626
2	0.6	sym_mean	fold	0.0159644415593541	0.870476992122806	5.313441191869657e-05	5.313441191869657e-05	5.313441191869657e-05	2626
2	0.6	sym_mean	superfamily	0.3460066653485671	0.9271034943471392	0.0776056920972398	0.116735398970481	0.1661251143654031	2626
2	0.6	sym_min	family	0.7688367123420715	0.9536124700015812	0.4926620815253146	0.6270017598041326	0.6742516454313582	2520
2	0.6	sym_min	fold	0.0173163694388503	0.8704769921228125	7.879444499162809e-05	7.879444499162809e-05	7.879444499162809e-05	2520
2	0.6	sym_min	superfamily	0.3479237012327454	0.9271034943471363	0.0854401649904466	0.1175227335643241	0.1683403261099301	2520
3	0.6	Xa	family	0.7472658119664595	0.9498506766053249	0.4906148111445718	0.6038444015847914	0.6511865092865793	2929
3	0.6	Xa	fold	0.0046734237377348	0.8195665288485205	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2929
3	0.6	Xa	superfamily	0.3058910031664433	0.9028496086758524	0.0784735158451598	0.1253433742592259	0.1652442476003633	2929
3	0.6	Xa_cov70	family	0.7542235583958437	0.949850676605328	0.5358421212019212	0.6640538088886858	0.6990091154666415	2775
3	0.6	Xa_cov70	fold	0.0232568202973575	0.8195665288484452	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2775
3	0.6	Xa_cov70	superfamily	0.3768118893570184	0.9028496086758692	0.0947294790133183	0.1740932731504407	0.2353208520645497	2775
3	0.6	Xa_ktcov	family	0.7919918040442387	0.9498506766053242	0.5176838483900558	0.6615662528444993	0.7031456514011385	2823
3	0.6	Xa_ktcov	fold	0.0125183028980882	0.8195665288484631	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2823
3	0.6	Xa_ktcov	superfamily	0.3795391280484212	0.9028496086758556	0.079575712054799	0.153861993391385	0.2052668956829375	2823
3	0.6	sym_max	family	0.7929867354010142	0.9498506766053249	0.5007816745656334	0.6530256918083568	0.7016665972778422	2962
3	0.6	sym_max	fold	0.0123190781197803	0.8195665288484871	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2962
3	0.6	sym_max	superfamily	0.3809949708917033	0.9028496086758604	0.0830480848268117	0.1331558502247532	0.2038289454971126	2962
3	0.6	sym_mean	family	0.7990954828192491	0.949850676605324	0.506520731144488	0.66437622303308	0.7096116613317998	3075
3	0.6	sym_mean	fold	0.0147590331504057	0.8195665288484879	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	3075
3	0.6	sym_mean	superfamily	0.3907936406777642	0.9028496086758596	0.0886085026770265	0.1407751199939984	0.2040645965694437	3075
3	0.6	sym_min	family	0.8006913811942397	0.9498506766053232	0.525695273705213	0.6737156646991815	0.7117785794037048	2957
3	0.6	sym_min	fold	0.0159277671119933	0.8195665288484872	4.018323555412682e-05	4.018323555412682e-05	4.018323555412682e-05	2957
3	0.6	sym_min	superfamily	0.3929102411089168	0.9028496086758604	0.0953351114846255	0.1462302503100209	0.2012095712530884	2957
4	0.6	Xa	family	0.7440576714172151	0.95463546973876	0.5168926234360589	0.6160536501663431	0.649340449161539	2976
4	0.6	Xa	fold	0.0059456796321509	0.8273859860138867	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2976
4	0.6	Xa	superfamily	0.3040955865239692	0.909633111472	0.110961802505311	0.1434652950715399	0.1793453157418413	2976
4	0.6	Xa_cov70	family	0.7482453604627738	0.9546354697387662	0.5681256945589355	0.6660329565448062	0.6933677603051266	2835
4	0.6	Xa_cov70	fold	0.0301307342166422	0.8273859860139008	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2835
4	0.6	Xa_cov70	superfamily	0.378414808121374	0.9096331114720384	0.0993156300063674	0.194394724151153	0.2407973090515386	2835
4	0.6	Xa_ktcov	family	0.7955782327020329	0.9546354697387612	0.5834758143484172	0.6744089589593993	0.7093603600825289	2856
4	0.6	Xa_ktcov	fold	0.0180510900003832	0.8273859860138356	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	2856
4	0.6	Xa_ktcov	superfamily	0.3894260265303518	0.909633111472004	0.1239429364509392	0.1867762015312672	0.2252855759454726	2856
4	0.6	sym_max	family	0.7941314426873902	0.954635469738761	0.5370219811600394	0.6587201354891735	0.703562884239044	3001
4	0.6	sym_max	fold	0.016686894737103	0.8273859860138596	6.347606289246209e-05	6.347606289246209e-05	6.347606289246209e-05	3001
4	0.6	sym_max	superfamily	0.3839820509538931	0.9096331114720048	0.118947579920406	0.1789838544703065	0.2207343482602811	3001
4	0.6	sym_mean	family	0.8018930922305104	0.9546354697387612	0.5470799431708009	0.6713123644403409	0.7126878188077191	3121
4	0.6	sym_mean	fold	0.0205205917771417	0.8273859860138637	8.87069252833386e-05	8.87069252833386e-05	8.87069252833386e-05	3121
4	0.6	sym_mean	superfamily	0.3990276505763571	0.90963311147201	0.1262631931713049	0.1823811246669495	0.2262743413339996	3121
4	0.6	sym_min	family	0.8036617744637967	0.954635469738762	0.5783157768842273	0.6785334919365431	0.7188886160014981	3018
4	0.6	sym_min	fold	0.0223887211906542	0.8273859860138632	0.0001114147014351	0.0001114147014351	0.0001114147014351	3018
4	0.6	sym_min	superfamily	0.4040143086862862	0.909633111472011	0.1317648251031928	0.1770188435316497	0.2326808875684124	3018
0	0.625	Xa	family	0.7461136035504659	0.9541629584556304	0.4870342434142379	0.6079108409510232	0.6573228010128024	2952
0	0.625	Xa	fold	0.0049614262349658	0.818660658390559	0.0001129305477131	0.0001129305477131	0.0001129305477131	2952
0	0.625	Xa	superfamily	0.3162822428856424	0.9038053622224914	0.0876455296722271	0.1452825343770565	0.1964386435767978	2952
0	0.625	Xa_cov70	family	0.7465097951594949	0.9541629584556366	0.5398012838871811	0.6690092506887283	0.7009016226209918	2750
0	0.625	Xa_cov70	fold	0.0247582824743789	0.8186606583906355	0.0001129305477131	0.0001129305477131	0.0001129305477131	2750
0	0.625	Xa_cov70	superfamily	0.3834545166256417	0.903805362222508	0.1093199255674046	0.2138848311137229	0.2536926181292542	2750
0	0.625	Xa_ktcov	family	0.7928431529717689	0.9541629584556314	0.535713566454202	0.6777923056324612	0.7155315876707116	2833
0	0.625	Xa_ktcov	fold	0.014062715557099	0.8186606583905237	6.433968279576088e-05	6.433968279576088e-05	6.433968279576088e-05	2833
0	0.625	Xa_ktcov	superfamily	0.3952163881471684	0.9038053622224914	0.0894513951383018	0.1889390082937709	0.2436339070266056	2833
0	0.625	sym_max	family	0.7934596731771294	0.9541629584556304	0.5082147023146284	0.6715646729262138	0.7142525892733259	3000
0	0.625	sym_max	fold	0.0134756972762917	0.8186606583905508	8.991382222596905e-05	8.991382222596905e-05	8.991382222596905e-05	3000
0	0.625	sym_max	superfamily	0.3949708836512066	0.9038053622224956	0.0938489556944286	0.1635311067808929	0.2405809892877159	3000
0	0.625	sym_mean	family	0.8001986745502175	0.9541629584556311	0.5311746597496221	0.6870966076110747	0.7212177348848068	3114
0	0.625	sym_mean	fold	0.0164156840214352	0.8186606583905603	0.0001385046871433	0.0001385046871433	0.0001385046871433	3114
0	0.625	sym_mean	superfamily	0.4071017453958686	0.9038053622224952	0.1009206300426574	0.1731434744315073	0.2492113852414585	3114
0	0.625	sym_min	family	0.8018716829018688	0.9541629584556311	0.5378764044924438	0.6903341628963953	0.7270435628948566	2974
0	0.625	sym_min	fold	0.0178973722268447	0.8186606583905613	0.0001385046871433	0.0001385046871433	0.0001385046871433	2974
0	0.625	sym_min	superfamily	0.41066298438789	0.9038053622224964	0.1108655752726036	0.178841147253995	0.2500500319833289	2974
1	0.625	Xa	family	0.7702980872115046	0.9614991793098994	0.5323083539069382	0.6610777237895915	0.695287935725414	3809
1	0.625	Xa	fold	0.0049284807656342	0.8306613757832949	0.0001708878963782	0.0001708878963782	0.0001708878963782	3809
1	0.625	Xa	superfamily	0.3333537724638179	0.9184131139049972	0.089223312400081	0.1881716566169962	0.2220145572487784	3809
1	0.625	Xa_cov70	family	0.760079355918074	0.9614991793099034	0.5963510298638643	0.6928154639966649	0.7160055623286425	4317
1	0.625	Xa_cov70	fold	0.0215574370571809	0.8306613757831914	0.0003157174384921	0.0003157174384921	0.0008745466076153	4317
1	0.625	Xa_cov70	superfamily	0.3959074317045681	0.9184131139050392	0.136809921453176	0.2343818894403629	0.2764852469088156	4317
1	0.625	Xa_ktcov	family	0.8132156297416228	0.9614991793099008	0.5906279351700566	0.7154240973985881	0.7390916051401661	3966
1	0.625	Xa_ktcov	fold	0.0132280521560154	0.8306613757832126	0.0002158499034822	0.0002158499034822	0.0002158499034822	3966
1	0.625	Xa_ktcov	superfamily	0.4112314177497868	0.9184131139050048	0.0908677724865337	0.220100709116055	0.2625070667371377	3966
1	0.625	sym_max	family	0.8155292934642033	0.9614991793099008	0.549293931745524	0.7139226561271979	0.742692298694725	4193
1	0.625	sym_max	fold	0.0130633454198192	0.8306613757832445	0.0002675562116518	0.0002675562116518	0.0002675562116518	4193
1	0.625	sym_max	superfamily	0.4144958143316722	0.918413113905006	0.0952735701815521	0.2125333693366804	0.2662893018695525	4193
1	0.625	sym_mean	family	0.8204291175948292	0.9614991793099	0.5611976290593855	0.7158458751033384	0.7536814492768366	4371
1	0.625	sym_mean	fold	0.0153338463052549	0.8306613757832512	0.0001923470361324	0.0001923470361324	0.0003438553752222	4371
1	0.625	sym_mean	superfamily	0.4242826359868843	0.9184131139050096	0.1017981019684281	0.2114567678635639	0.2749740111081326	4371
1	0.625	sym_min	family	0.8206232399085336	0.9614991793098996	0.5978709468796316	0.7175403550258983	0.758421867113963	4522
1	0.625	sym_min	fold	0.0163279008779417	0.830661375783249	0.0002686461997028	0.0002686461997028	0.0002686461997028	4522
1	0.625	sym_min	superfamily	0.4254965600099223	0.9184131139050112	0.1152261967838138	0.213148514568098	0.2771554262281587	4522
2	0.625	Xa	family	0.7043497156273327	0.953612470001581	0.462386028982372	0.5653511990253716	0.612614145625554	2630
2	0.625	Xa	fold	0.0044394787125101	0.8704769921228278	7.879444499162809e-05	7.879444499162809e-05	7.879444499162809e-05	2630
2	0.625	Xa	superfamily	0.2525073022396782	0.9271034943471482	0.0613462669690416	0.1014154891952351	0.1378876265667665	2630
2	0.625	Xa_cov70	family	0.7175694981630387	0.9536124700015904	0.5095906088845854	0.6179380187415646	0.6508519327247048	2464
